2000011	0	32	53.3333333333333
2000051	0	36	47
2000091	0	4	39
2000101	1	44	49
2000121	1	6	17
2000141	1	3	34
2000151	0	4	42
2000191	1	12	49
2000201	1	44	52
2000221	1	7	44
2000231	1	14	48
2000241	0	5	43.3333333333333
2000261	1	6	46
2000291	1	11	46
2000301	0	38	52
2000321	0	12	44
2000361	0	15	47.3333333333333
2000371	0	7	44
2000411	0	4	41.3333333333333
2000481	1	12	47
2000491	1	44	21
2000511	0	38	50
2000541	0	33	42.6666666666667
2000551	1	30	18.6666666666667
2000621	0	8	47
2000641	1	15	49
2000651	1	29	19
2000661	0	29	46.3333333333333
2000751	0	27	19
2000831	1	42	20
2000861	0	5	14
2000911	0	11	44
2000951	1	38	21.3333333333333
2001011	0	9	46
2001031	0	8	46
2001051	0	6	41
2001071	1	6	16
2001091	1	41	51
2001131	0	6	44.3333333333333
2001151	1	9	19
2001221	0	8	44
2001281	1	7	42.6666666666667
2001301	1	4	42
2001311	1	16	48
2001421	0	6	42
2001491	1	46	21
2001501	0	11	18
2001511	0	11	44.6666666666667
2001531	1	13	48
2001541	0	5	36
2001561	1	7	17
2001601	0	4	42
2001621	0	19	44
2001731	0	9	48.3333333333333
2001741	0	21	49
2001751	0	7	17
2001761	1	43	49
2001811	0	13	51
2001821	0	13	49.3333333333333
2001831	1	15	46.3333333333333
2001841	1	4	41
2001871	0	46	52
2001901	1	5	42
2001911	1	21	45
2001971	1	12	18.3333333333333
2002021	0	4	42
2002061	1	19	19.6666666666667
2002081	1	4	37
2002091	0	12	47
2002141	1	39	52
2002151	1	13	48
2002161	1	10	44
2002171	1	11	49.3333333333333
2002191	0	23	47.3333333333333
2002241	0	39	19.3333333333333
2002281	0	6	17
2002311	1	3	40
2002351	1	6	46.6666666666667
2002371	0	39	20
2002401	0	4	42
2002431	0	6	44
2002441	1	5	44
2002461	0	16	46
2002491	0	35	47
2002521	1	11	47.6666666666667
2002561	1	11	17
2002621	0	7	44.3333333333333
2002671	1	38	50
2002691	1	42	20.6666666666667
2002711	1	7	43
2002721	0	9	44
2002751	0	45	54
2002791	1	14	47
2002801	1	19	47
2002851	1	3	41.3333333333333
2002861	1	7	18
2002871	1	33	50
2002881	1	45	52
2002891	0	5	42
2002901	1	26	51.6666666666667
2002911	1	17	50.6666666666667
2002921	1	12	44.6666666666667
2002931	1	25	48.3333333333333
2002941	0	7	44
2003001	0	32	49.6666666666667
2003011	0	13	19
2003031	0	6	42.6666666666667
2003041	1	47	52
2003061	1	45	49
2003071	1	14	19
2003091	0	3	16
2003101	0	7	45
2003131	1	10	33
2003151	1	11	44
2003191	1	31	46.6666666666667
2003241	1	11	48
2003261	0	10	45.3333333333333
2003301	0	5	41
2003341	1	14	14
2003351	1	7	47
2003371	1	3	42
2003381	0	6	18
2003391	0	7	16.3333333333333
2003431	1	5	46
2003451	0	2	38
2003471	0	13	50
2003491	1	39	50
2003511	0	6	42.3333333333333
2003521	0	11	48
2003571	0	36	50
2003601	1	4	43.3333333333333
2003611	0	37	35
2003681	1	2	39
2003731	0	30	44
2003741	1	3	38.3333333333333
2003771	0	3	42
2003791	1	38	20
2003821	0	8	42
2003851	0	9	46
2003861	1	14	48
2003921	1	6	46.3333333333333
2003941	0	7	17.6666666666667
2003991	1	8	43
2004021	1	11	10
2004081	0	6	42
2004101	0	16	46.3333333333333
2004151	1	4	41.3333333333333
2004181	1	20	49.6666666666667
2004251	1	3	41.3333333333333
2004261	1	13	18.6666666666667
2004281	0	14	41.6666666666667
2004331	0	11	45.3333333333333
2004361	0	8	44
2004421	0	12	43
2004471	0	19	46.3333333333333
2004481	1	9	18
2004521	1	5	46.6666666666667
2004561	0	41	40
2004571	0	34	52
2004581	1	40	49
2004601	0	38	20
2004611	1	15	47
2004621	0	37	19.6666666666667
2004641	1	15	46
2004681	0	10	46.3333333333333
2004721	1	3	42
2004731	0	28	48
2004751	0	13	46.3333333333333
2004781	1	11	41
2004841	0	5	41
2004851	0	22	47.3333333333333
2004891	0	8	44.3333333333333
2004901	0	30	48
2004911	1	4	42.3333333333333
2004981	0	45	51
2004991	0	8	46
2005021	1	16	46
2005041	1	12	44.3333333333333
2005071	1	20	50
2005151	1	41	48.6666666666667
2005171	0	10	19
2005181	1	9	47
2005191	0	11	46
2005301	0	28	51.6666666666667
2005311	1	7	42.6666666666667
2005341	1	14	19
2005351	0	10	43
2005381	0	15	48
2005451	0	8	18.3333333333333
2005511	0	14	44
2005521	0	6	44
2005561	1	6	18
2005571	1	11	47
2005651	0	18	46.3333333333333
2005761	0	15	50
2005781	0	23	21.6666666666667
2005791	1	7	15.6666666666667
2005901	0	3	38
2005911	1	7	47
2005941	1	8	47
2005991	0	29	51
2006011	1	4	43
2006061	0	27	48
2006071	1	4	42.5
2006081	1	37	12.6666666666667
2006101	0	44	52.3333333333333
2006111	0	16	44.6666666666667
2006141	0	14	45
2006161	0	10	46.3333333333333
2006201	0	16	51
2006241	0	7	45.3333333333333
2006281	0	46	48
2006321	0	32	49.3333333333333
2006421	1	5	41
2006451	0	10	18
2006471	1	21	41
2006501	0	24	18.6666666666667
2006511	1	40	50
2006561	0	3	15
2006641	0	20	19.3333333333333
2006651	0	4	41
2006731	1	38	20
2006741	1	2	41
2006761	1	17	49.3333333333333
2006781	1	34	50.3333333333333
2006791	0	10	17.3333333333333
2006851	0	3	16.6666666666667
2006871	1	13	47
2006891	1	20	49
2006911	1	5	43.6666666666667
2006931	0	3	42
2006941	1	12	45.6666666666667
2006961	0	33	47.3333333333333
2006971	0	5	16
2006991	0	28	20
2007011	1	5	42
2007021	1	5	36.6666666666667
2007081	0	7	45.6666666666667
2007111	1	3	41.3333333333333
2007121	1	11	18
2007181	1	10	29.3333333333333
2007211	0	4	37.3333333333333
2007231	0	5	16
2007241	0	9	43
2007251	1	3	16
2007271	0	47	52
2007301	0	10	16
2007311	1	15	29
2007351	0	11	45.6666666666667
2007401	0	7	44
2007431	0	23	17
2007441	0	16	51
2007451	1	4	36
2007511	1	44	48
2007521	1	25	20
2007621	0	14	44
2007641	1	7	45.6666666666667
2007651	0	6	42
2007681	1	18	48
2007711	0	7	41.6666666666667
2007741	1	18	47
2007761	1	20	49.3333333333333
2007781	1	14	46.6666666666667
2007791	0	35	49.3333333333333
2007831	0	9	44.3333333333333
2007851	0	12	44.6666666666667
2007871	1	44	20
2007891	1	46	19.6666666666667
2007901	1	8	17
2007921	1	5	41.3333333333333
2007941	1	45	49
2007951	0	22	19
2008031	1	6	43
2008091	0	3	42
2008111	1	15	19
2008131	0	13	45
2008141	0	20	49
2008161	0	15	46
2008171	1	4	16.3333333333333
2008181	0	29	50.3333333333333
2008191	0	45	45.6666666666667
2008201	1	4	41.3333333333333
2008271	0	8	43
2008301	1	29	52
2008331	1	12	48.6666666666667
2008341	0	12	46
2008361	1	3	42
2008381	1	10	47
2008421	0	3	38.6666666666667
2008431	1	15	18.6666666666667
2008491	1	5	41
2008541	0	9	44.6666666666667
2008561	0	30	47
2008571	0	15	49
2008581	0	38	48
2008651	1	13	49
2008661	0	4	42
2008691	0	43	22.3333333333333
2008731	1	12	46.6666666666667
2008751	1	7	47.3333333333333
2008771	1	7	17
2008781	0	47	20.3333333333333
2008801	1	24	20
2008821	1	5	16
2008831	1	23	47.6666666666667
2008871	1	17	19
2008901	1	7	17
2008921	1	10	48
2008931	1	5	43
2008941	0	27	51
2008951	1	5	41
2008971	1	13	19
2009001	0	14	44.3333333333333
2009011	0	44	52
2009051	1	16	47
2009071	1	9	46
2009091	1	18	49
2009101	0	6	44
2009121	1	16	18
2009131	0	26	19
2009181	1	14	48
2009191	0	35	47
2009201	0	4	41.6666666666667
2009211	0	7	40
2009221	0	6	43
2009261	0	5	16.6666666666667
2009281	1	13	44
2009291	1	4	46
2009331	1	33	12.3333333333333
2009341	1	15	46.6666666666667
2009391	1	4	40
2009441	1	8	44
2009461	1	9	11
2009471	1	4	16
2009481	1	30	50.6666666666667
2009491	1	16	47.3333333333333
2009511	1	2	15.3333333333333
2009521	1	10	46
2009541	1	16	50
2009571	1	14	48
2009581	0	12	47
2009591	0	40	49.6666666666667
2009611	0	10	18
2009621	1	6	40.6666666666667
2009671	1	7	45.6666666666667
2009681	0	42	53
2009711	1	5	43
2009721	0	31	19
2009751	1	14	47
2009781	1	13	47
2009831	0	4	16
2009851	0	2	39
2009871	1	5	44.6666666666667
2009881	1	6	18.6666666666667
2009941	1	22	47
2009951	1	6	44.3333333333333
2009981	1	5	18
2010011	1	5	44
2010021	1	13	50.3333333333333
2010061	0	44	49
2010161	1	5	17
2010191	0	2	13.3333333333333
2010261	1	13	49
2010281	0	4	44.6666666666667
2010291	1	35	49.3333333333333
2010311	0	6	44.6666666666667
2010351	1	13	46
2010371	1	4	42.6666666666667
2010411	1	4	16.3333333333333
2010431	1	46	19
2010441	1	11	18
2010491	1	3	16
2010551	0	5	40.3333333333333
2010591	1	14	19.6666666666667
2010601	0	4	42
2010611	0	2	39
2010631	1	4	43.6666666666667
2010671	1	32	53
2010691	1	38	48
2010731	1	13	49.6666666666667
2010741	1	24	17
2010761	1	12	48
2010781	1	21	52.3333333333333
2010791	0	8	43
2010831	0	6	44
2010841	1	7	44.3333333333333
2010851	0	18	47.3333333333333
2010881	0	5	26.3333333333333
2010891	0	15	46
2010901	1	17	48
2010981	1	14	48.6666666666667
2011001	1	6	42
2011041	1	9	41
2011071	1	6	46.6666666666667
2011081	1	38	50
2011111	1	30	48
2011161	0	8	42.6666666666667
2011171	1	42	51
2011201	0	36	49
2011291	1	5	44.6666666666667
2011301	0	5	42
2011321	1	4	34
2011351	0	20	49
2011361	1	7	16.3333333333333
2011381	1	10	46.6666666666667
2011401	0	38	19
2011431	0	32	49
2011461	1	25	50
2011471	0	5	16
2011481	0	6	48
2011491	0	30	46
2011521	1	3	42.3333333333333
2011531	1	10	16.6666666666667
2011541	0	4	43
2011551	1	30	50.6666666666667
2011601	0	4	40.6666666666667
2011661	0	16	45
2011681	1	14	46.6666666666667
2011701	1	3	46.3333333333333
2011731	1	9	46
2011751	0	13	46
2011771	1	13	19
2011781	1	11	48.6666666666667
2011791	1	29	46.6666666666667
2011821	0	40	38
2011841	1	6	42
2011851	0	44	54.6666666666667
2011881	1	5	42
2011991	1	2	43
2012031	0	7	44
2012041	1	2	40
2012051	1	26	48.3333333333333
2012101	0	3	34
2012111	0	9	43
2012121	1	28	20
2012141	0	4	46
2012151	0	6	42
2012161	1	5	42
2012181	1	8	44
2012261	0	9	46.6666666666667
2012291	0	18	22
2012301	0	20	48
2012311	1	33	19.6666666666667
2012351	0	27	50
2012391	0	5	45
2012421	1	3	16.3333333333333
2012441	1	18	19.6666666666667
2012451	0	6	18
2012491	1	45	51
2012501	1	6	44
2012511	0	8	40.6666666666667
2012521	0	44	53.6666666666667
2012541	1	10	46.6666666666667
2012621	0	2	41
2012631	0	11	46
2012651	0	6	37
2012661	0	9	17.3333333333333
2012731	0	26	47
2012741	0	15	46
2012811	1	10	46.6666666666667
2012821	1	14	46
2012841	1	2	16
2012861	0	43	20
2012921	1	3	41
2012941	0	15	47
2012951	0	9	44
2012961	1	22	48.3333333333333
2013011	1	18	51
2013021	0	4	40
2013031	1	7	46
2013071	1	5	41
2013101	0	12	45
2013111	1	7	42.6666666666667
2013131	1	11	47.6666666666667
2013181	0	17	50.3333333333333
2013221	0	5	42
2013261	0	13	46.3333333333333
2013271	0	35	49.6666666666667
2013331	1	32	19
2013411	0	14	46.3333333333333
2013431	0	20	47.3333333333333
2013461	0	5	40
2013471	1	5	42
2013481	1	13	44
2013491	0	30	47.6666666666667
2013511	0	5	15.6666666666667
2013521	0	12	47
2013531	1	5	45
2013551	0	18	19
2013581	1	13	19
2013601	1	4	40.6666666666667
2013661	1	26	23.3333333333333
2013701	0	21	45.3333333333333
2013721	0	36	49
