MAP 	PAP 	PAV 	MAV 	ID
18	21	8	14	1239 
15	10	12	13	1240 
17	20	17	17	1241 
20	19	16	19	1242 
18	12	13	11	1243 
19	20	16	11	1244 
17	18	14	13	1245 
7	14	12	15	1246 
18	18	10	16	1247 
16	17	14	13	1248 
17	13	11	4	1249 
16	13	14	8	1250 
14	8	5	9	1251 
12	10	6	9	1252 
13	15	5	15	1253 
17	18	14	14	1254 
15	14	13	14	1255 
17	16	12	10	1256 
20	11	17	9	1257 
19	16	17	20	1258 
15	21	21	15	1259 
16	18	21	15	1260 
14	9	16	12	1261 
14	10	10	11	1262 
20	17	12	14	1263 
18	16	10	16	1264 
14	14	8	14	1265 
13	12	10	12	1266 
19	17	13	14	1267 
18	15	11	12	1268 
15	9	12	12	1269 
18	21	13	12	1270 
20	18	14	17	1271 
20	21	7	12	1272 
17	17	9	11	1273 
18	18	13	16	1274 
14	10	9	12	1275 
21	21	8	21	1276 
17	21	5	17	1277 
13	10	11	10	1278 
16	10	12	9	1279 
16	16	12	13	1280 
16	18	7	7	1281 
19	20	7	13	1282 
21	21	21	18	1283 
21	21	10	19	1284 
19	13	10	16	1285 
21	21	20	10	1286 
18	20	9	13	1287 
18	18	18	16	1288 
17	20	12	17	1289 
21	21	17	21	1290 
16	20	10	16	1291 
20	19	3	16	1292 
13	3	9	9	1293 
16	18	21	16	1294 
19	19	8	12	1295 
12	12	17	12	1296 
17	17	21	16	1297 
17	18	8	10	1298 
16	12	17	12	1299 
18	20	6	9	1300 
12	13	16	18	1301 
12	13	13	15	1302 
19	3	17	6	1303 
17	9	12	6	1304 
18	9	13	20	1305 
11	17	9	16	1306 
14	12	6	7	1307 
17	15	12	8	1308 
14	19	13	17	1309 
16	20	15	12	1310 
15	17	12	17	1311 
20	13	17	8	1312 
15	11	9	14	1313 
18	20	11	16	1314 
14	14	14	14	1315 
17	15	10	15	1316 
13	21	11	14	1317 
21	18	3	3	1318 
19	15	5	7	1319 
19	18	10	17	1320 
18	13	7	13	1321 
15	16	7	14	1322 
14	17	8	14	1323 
15	17	9	20	1324 
12	13	13	13	1325 
10	12	8	10	1326 
19	20	15	17	1327 
16	19	15	12	1328 
19	21	12	21	1329 
20	19	9	8	1330 
21	21	16	19	1331 
14	12	10	7	1332 
13	17	7	11	1333 
16	16	9	14	1334 
21	21	3	10	1335 
18	17	15	19	1336 
16	17	20	18	1337 
18	13	3	8	1338 
12	13	9	14	1339 
18	21	11	21	1340 
13	11	11	11	1341 
16	18	17	16	1342 
18	20	7	12	1343 
9	20	8	9	1344 
16	20	15	17	1345 
20	7	21	12	1346 
21	21	21	21	1347 
19	20	18	19	1348 
13	19	10	15	1349 
19	15	12	12	1350 
14	13	14	13	1351 
21	18	18	18	1352 
16	12	16	4	1353 
21	14	16	14	1354 
13	8	11	9	1355 
15	19	9	7	1356 
18	17	15	14	1357 
18	18	15	14	1358 
14	14	9	12	1359 
16	12	12	10	1360 
16	14	13	15	1361 
20	19	5	12	1362 
15	16	9	15	1363 
21	21	18	18	1364 
18	15	9	13	1365 
18	10	9	8	1366 
16	19	11	13	1367 
15	19	17	20	1368 
15	13	7	12	1369 
17	18	12	17	1370 
14	14	9	16	1371 
20	14	7	14	1372 
13	11	8	12	1373 
20	21	20	17	1374 
21	21	5	13	1375 
14	15	13	14	1376 
18	13	6	12	1377 
18	14	9	8	1378 
20	8	9	19	1379 
18	18	16	17	1380 
15	11	8	11	1381 
11	11	8	12	1382 
14	13	14	11	1383 
21	21	21	21	1384 
14	14	12	12	1385 
17	18	11	14	1386 
16	17	9	13	1387 
15	14	11	13	1388 
14	6	12	9	1389 
11	14	8	15	1390 
18	18	6	14	1391 
9	16	6	13	1392 
18	18	17	18	1393 
18	18	15	13	1394 
16	15	15	10	1395 
19	13	13	12	1396 
18	15	15	15	1397 
13	16	16	12	1398 
18	18	17	16	1399 
16	19	10	19	1400 
18	18	12	11	1401 
12	14	8	11	1402 
13	16	6	8	1403 
17	17	12	16	1404 
16	20	9	15	1405 
21	15	14	17	1406 
13	17	16	14	1407 
20	18	14	11	1408 
17	12	13	13	1409 
21	12	15	13	1410 
17	21	17	18	1411 
17	14	7	16	1412 
15	20	11	11	1413 
13	15	14	13	1414 
14	10	12	8	1415 
18	18	13	14	1416 
17	16	17	7	1417 
17	13	12	14	1418 
15	15	14	20	1419 
11	15	5	10	1420 
12	12	13	13	1421 
14	10	12	12	1422 
17	20	14	10	1423 
19	20	9	18	1424 
19	19	10	16	1425 
16	9	11	10	1426 
18	12	9	12	1427 
15	17	8	14	1428 
18	3	14	5	1429 
10	6	12	6	1430 
13	12	14	16	1431 
18	17	9	12	1432 
16	16	4	7	1433 
20	20	9	12	1434 
19	21	8	16	1435 
21	20	12	17	1436 
17	20	12	10	1437 
17	6	10	6	1438 
19	21	7	15	1439 
16	15	14	15	1440 
10	10	10	13	1441 
20	17	6	14	1442 
15	18	15	15	1443 
16	13	14	7	1444 
13	21	13	21	1445 
20	21	6	17	1446 
20	12	11	11	1447 
12	14	7	6	1448 
17	18	10	17	1449 
12	13	7	8	1450 
14	16	9	13	1451 
19	18	10	12	1452 
15	12	16	16	1453 
13	12	5	10	1454 
16	14	10	8	1455 
21	19	15	19	1456 
15	9	9	15	1457 
11	9	8	10	1458 
17	21	13	12	1459 
18	15	14	12	1460 
19	21	3	10	1461 
14	3	12	9	1462 
19	18	16	15	1463 
17	19	15	9	1464 
18	17	10	16	1465 
15	15	12	5	1466 
20	19	21	18	1467 
4	8	8	12	1468 
18	15	13	11	1469 
19	17	15	13	1470 
18	16	13	16	1471 
16	18	11	17	1472 
19	20	9	10	1473 
18	13	7	6	1474 
16	18	16	15	1475 
18	9	13	7	1476 
20	20	3	14	1477 
17	15	10	13	1478 
18	13	14	14	1479 
21	18	14	19	1480 
19	14	14	3	1481 
15	17	9	17	1482 
15	16	13	15	1483 
19	19	17	17	1484 
19	21	17	13	1485 
15	16	8	12	1486 
15	13	15	15	1487 
18	8	13	9	1488 
13	15	15	10	1489 
17	14	9	12	1490 
14	13	15	16	1491 
16	14	16	17	1492 
20	21	6	3	1493 
21	18	9	4	1494 
16	7	9	4	1495 
12	15	16	15	1496 
15	14	10	12	1497 
16	18	11	15	1498 
18	11	7	6	1499 
19	21	11	18	1500 
13	13	9	16	1501 
19	17	20	20	1502 
11	8	16	16	1503 
13	12	10	12	1504 
16	14	11	14	1505 
17	17	10	9	1506 
17	16	16	13	1507 
15	16	12	15	1508 
17	15	12	14	1509 
11	13	13	9	1510 
11	9	12	14	1511 
16	14	6	14	1512 
15	15	6	14	1513 
13	13	8	11	1514 
12	12	9	10	1515 
18	19	10	6	1516 
21	15	9	11	1517 
18	21	17	15	1518 
15	21	9	12	1519 
21	21	17	6	1520 
19	19	14	11	1521 
18	13	5	9	1522 
17	11	16	7	1523 
7	10	6	12	1524 
8	17	12	14	1525 
13	13	12	12	1526 
20	16	10	10	1527 
17	16	8	9	1528 
16	19	9	16	1529 
19	13	16	16	1530 
18	16	10	7	1531 
14	12	11	15	1532 
14	16	11	10	1533 
14	12	15	14	1534 
15	14	17	14	1535 
16	14	15	14	1536 
16	19	15	15	1537 
13	12	8	10	1538 
19	12	11	9	1539 
21	15	14	12	1540 
19	21	17	20	1541 
14	12	13	14	1542 
14	13	11	10	1543 
13	15	18	14	1544 
12	18	7	10	1545 
17	17	7	14	1546 
16	15	15	15	1547 
17	21	6	20	1548 
18	18	13	19	1549 
18	14	3	6	1550 
16	6	14	12	1551 
18	9	11	7	1552 
18	13	14	10	1553 
12	14	11	13	1554 
13	18	12	19	1555 
17	16	9	14	1556 
20	21	9	3	1557 
16	16	6	15	1558 
16	14	12	14	1559 
16	14	14	18	1560 
18	16	14	15	1561 
18	20	15	12	1562 
18	15	12	16	1563 
18	19	3	6	1564 
18	13	7	9	1565 
12	20	16	14	1566 
21	10	14	13	1567 
17	21	13	9	1568 
11	6	9	5	1569 
19	18	11	15	1570 
17	12	9	11	1571 
19	20	7	9	1572 
21	20	15	15	1573 
17	12	10	9	1574 
20	19	11	14	1575 
17	17	10	17	1576 
17	21	5	16	1577 
17	20	16	17	1578 
21	14	15	10	1579 
16	15	9	14	1580 
16	14	13	12	1581 
18	18	18	18	1582 
18	20	6	7	1583 
15	20	12	17	1584 
18	18	9	13	1585 
18	21	13	8	1586 
14	16	12	15	1587 
15	19	13	4	1588 
16	16	4	8	1589 
13	17	16	15	1590 
21	10	21	13	1591 
15	16	13	10	1592 
18	21	9	18	1593 
17	16	13	9	1594 
17	16	9	16	1595 
12	17	14	16	1596 
16	17	12	17	1597 
20	13	17	16	1598 
11	18	10	16	1599 
21	21	15	11	1600 
18	18	7	5	1601 
16	16	18	12	1602 
12	8	7	9	1603 
19	21	5	7	1604 
12	5	7	8	1605 
7	3	7	4	1606 
16	19	16	20	1607 
16	21	16	17	1608 
19	18	14	4	1609 
15	16	9	10	1610 
19	16	15	14	1611 
18	12	15	13	1612 
16	10	9	6	1613 
14	4	8	4	1614 
20	12	15	13	1615 
5	6	6	5	1616 
21	21	19	20	1617 
15	19	12	8	1618 
21	12	15	15	1619 
15	12	13	16	1620 
7	12	15	16	1621 
19	15	12	10	1622 
17	13	13	15	1623 
18	18	14	20	1624 
4	10	16	11	1625 
18	18	15	19	1626 
16	14	13	17	1627 
10	16	11	11	1628 
19	18	18	15	1629 
17	18	3	14	1630 
20	17	19	13	1631 
21	20	8	16	1632 
15	10	10	12	1633 
21	21	7	20	1634 
15	15	11	9	1635 
16	18	13	17	1636 
19	15	21	16	1637 
13	16	14	10	1638 
18	17	8	15	1639 
19	10	4	10	1640 
20	18	12	6	1641 
15	9	15	12	1642 
20	6	11	9	1643 
21	21	21	11	1644 
18	18	18	14	1645 
18	17	17	14	1646 
16	21	9	4	1647 
16	21	19	5	1648 
16	19	19	12	1649 
15	20	16	16	1650 
10	16	7	11	1651 
19	17	5	12	1652 
21	15	21	19	1653 
19	18	7	9	1654 
21	14	12	13	1655 
17	8	16	9	1656 
16	19	9	19	1657 
14	17	9	19	1658 
18	12	12	10	1659 
14	18	12	14	1660 
12	15	7	10	1661 
15	19	11	16	1662 
14	16	11	13	1663 
21	15	16	12	1664 
12	12	11	14	1665 
10	21	12	17	1666 
13	13	10	13	1667 
10	16	10	15	1668 
13	17	12	15	1669 
16	10	15	9	1670 
16	14	10	13	1671 
18	21	4	5	1672 
21	19	18	19	1673 
13	14	12	12	1674 
15	11	7	12	1675 
16	9	10	9	1676 
18	13	13	17	1677 
16	20	13	16	1678 
13	18	12	10	1679 
16	15	13	14	1680 
18	16	6	7	1681 
18	18	14	15	1682 
17	21	16	20	1683 
11	10	7	13	1684 
14	16	8	14	1685 
15	3	17	15	1686 
17	14	8	12	1687 
18	21	21	17	1688 
16	16	12	13	1689 
18	17	14	19	1690 
10	15	7	19	1691 
15	12	13	6	1692 
19	21	10	14	1693 
15	13	12	12	1694 
12	16	15	16	1695 
20	3	12	3	1696 
17	5	19	7	1697 
15	15	15	15	1698 
19	17	16	13	1699 
13	15	6	5	1700 
16	21	6	13	1701 
19	17	15	9	1702 
17	17	14	15	1703 
21	21	17	11	1704 
15	12	14	10	1705 
17	19	12	19	1706 
21	14	21	10	1707 
18	20	14	17	1708 
15	6	8	8	1709 
14	9	11	7	1710 
20	19	12	17	1711 
12	14	11	10	1712 
14	17	18	17	1713 
17	21	14	21	1714 
16	18	8	16	1715 
16	16	14	17	1716 
21	14	16	17	1717 
11	10	9	7	1718 
20	15	12	17	1719 
12	16	10	11	1720 
21	19	8	17	1721 
14	13	12	8	1722 
18	18	12	17	1723 
15	10	15	10	1724 
18	16	7	14	1725 
13	10	12	9	1726 
18	15	14	3	1727 
17	19	9	10	1728 
21	11	4	8	1729 
21	16	10	15	1730 
13	16	15	16	1731 
21	20	12	18	1732 
17	19	18	8	1733 
13	9	9	10	1734 
17	12	12	12	1735 
16	16	6	4	1736 
15	8	6	8	1737 
18	19	16	12	1738 
14	7	15	13	1739 
15	16	12	16	1740 
21	18	7	8	1741 
17	21	21	15	1742 
20	18	7	14	1743 
21	8	10	9	1744 
15	17	10	15	1745 
18	18	15	19	1746 
16	15	16	16	1747 
13	16	11	16	1748 
21	16	9	8	1749 
16	17	19	14	1750 
19	10	10	8	1751 
21	19	4	18	1752 
20	17	18	18	1753 
17	21	4	17	1754 
21	21	4	13	1755 
20	15	15	10	1756 
17	16	14	18	1757 
12	13	12	14	1758 
16	12	16	15	1759 
21	15	16	11	1760 
18	21	7	19	1761 
17	20	15	11	1762 
15	17	14	13	1763 
17	14	10	15	1764 
21	12	7	6	1765 
15	21	20	16	1766 
19	6	21	16	1767 
19	19	15	7	1768 
13	15	8	12	1769 
19	15	16	11	1770 
16	12	14	15	1771 
12	18	14	10	1772 
12	12	7	18	1773 
17	14	12	16	1774 
19	18	11	19	1775 
9	14	11	7	1776 
17	15	11	14	1777 
21	15	6	11	1778 
21	21	20	16	1779 
18	7	8	13	1780 
21	12	13	9	1781 
17	16	16	17	1782 
18	8	5	11	1783 
19	21	8	7	1784 
9	3	12	3	1785 
14	18	12	16	1786 
11	15	9	12	1787 
17	9	13	11	1788 
13	19	12	17	1789 
16	17	14	13	1790 
19	14	8	14	1791 
19	18	14	17	1792 
8	15	14	18	1793 
18	21	9	18	1794 
14	16	10	11	1795 
19	21	17	10	1796 
18	12	16	17	1797 
21	21	11	18	1798 
19	16	10	7	1799 
20	11	10	11	1800 
18	6	10	13	1801 
18	18	18	14	1802 
8	12	7	7	1803 
21	21	9	21	1804 
12	12	8	20	1805 
14	3	10	5	1806 
14	8	11	12	1807 
19	19	15	18	1808 
17	11	13	6	1809 
19	12	7	8	1810 
20	15	16	10	1811 
20	21	10	4	1812 
14	11	6	13	1813 
19	17	11	9	1814 
13	11	9	9	1815 
18	21	13	3	1816 
20	18	11	11	1817 
17	20	16	17	1818 
18	18	14	9	1819 
20	21	15	17	1820 
18	14	13	10	1821 
13	19	14	13	1822 
12	17	16	12	1823 
20	21	10	10	1824 
12	10	10	15	1825 
18	16	10	14	1826 
19	21	9	21	1827 
21	14	7	8	1828 
20	21	5	12	1829 
7	17	11	10	1830 
15	12	10	13	1831 
18	16	14	14	1832 
20	19	18	10	1833 
19	16	6	11	1834 
19	17	13	20	1835 
18	10	15	12	1836 
21	10	12	12	1837 
15	13	14	6	1838 
11	19	8	9	1839 
15	15	16	19	1840 
21	21	9	20	1841 
16	14	15	16	1842 
21	17	21	18	1843 
20	20	14	17	1844 
19	15	11	16	1845 
16	19	13	18	1846 
21	16	11	13	1847 
20	15	8	13	1848 
18	19	16	12	1849 
16	13	16	13	1850 
18	11	13	11	1851 
15	12	13	12	1852 
19	21	8	15	1853 
21	21	15	5	1854 
13	15	9	18	1855 
15	13	18	17	1856 
17	18	13	17	1857 
17	16	9	18	1858 
19	13	15	10	1859 
20	14	10	14	1860 
14	15	7	8	1861 
14	13	12	13	1862 
21	19	17	8	1863 
21	15	3	6	1864 
21	20	11	18	1865 
15	17	14	13	1866 
19	18	13	6	1867 
17	16	12	11	1868 
